fartoynavn,avgangshavn_navn,ankomsthavn_navn,etd_estimert_avgangstidspunkt,ankomsttidspunkt,dep_lat,dep_lon,arr_lat,arr_lon
RONJA CARRIER,Leirvik,Måløy,2022-01-15 16:00:00+00:00,2022-01-16 08:00:00+00:00,59.7809398,5.5005712,61.9336888,5.1129133
HALTBAKK VIKING,Kristiansund,Bodø,2022-01-15 14:00:00+00:00,2022-01-17 08:30:00+00:00,63.2168194,7.545259,67.3094783,13.915442
KJERVAAGSUND,Gunhildvågen,Halsa Meløy,2022-01-15 14:55:00+00:00,2022-01-17 10:00:00+00:00,61.5855145,5.0112195,66.7437179,13.5771741
GULLHA,Svelvik,Oslo,2022-01-17 07:17:00+00:00,2022-01-17 11:40:00+00:00,59.6135205,10.4091066,59.9133301,10.7389701
WITH FROHAVET,Ellingsøy,Ellingsøy,2022-01-16 05:00:00+00:00,2022-01-16 07:00:00+00:00,62.5043176,6.3234482,62.5043176,6.3234482
SCANBIO DART,Hestvika,Rørvik,2022-01-14 21:00:00+00:00,2022-01-15 19:00:00+00:00,63.5667052,9.1956069,64.8615745,11.2379128
RYSTRAUM,Freifjorden 1 Ankring,Tjeldbergodden,2022-01-17 14:00:00+00:00,2022-01-17 17:00:00+00:00,,,63.4125787,8.6819432
SILVER PEARL,Ålesund,Måløy,2022-01-16 03:40:00+00:00,2022-01-16 09:40:00+00:00,62.4802363,6.5550739,61.9336888,5.1129133
ISLAND COMMANDER,Offshoreinst. Nordsjøen,Averøy,2022-01-15 20:00:00+00:00,2022-01-16 00:00:00+00:00,,,63.1371204,7.4323066
JSP CARLA,Moss,Klaipeda,2022-01-17 16:08:00+00:00,2022-01-19 11:00:00+00:00,59.4146674,10.6596578,55.7127529,21.1350469
TRONDS MAX,Høylandsbygda,Frekhaug,2022-01-16 09:00:00+00:00,2022-01-16 15:00:00+00:00,59.7832307,5.8044585,60.5181905,5.2403768
REM ART ,Kristiansund,Offshoreinst Halten-Helgeland,2022-01-16 11:30:00+00:00,2022-01-17 17:00:00+00:00,63.2168194,7.545259,,
BJUGNHOLM,Namsos,Uthaug,2022-01-16 11:00:00+00:00,2022-01-17 06:00:00+00:00,64.4666372,11.3345047,63.7257243,9.5993996
PEARY SPIRIT,Alvheim,Mongstad,2022-01-15 21:40:00+00:00,2022-01-16 12:08:00+00:00,60.602058,4.8003333,60.797934,5.011611
NYVING,Vats,Helle - Forsand,2022-01-13 09:40:00+00:00,2022-01-13 14:00:00+00:00,59.4907066,5.7303381,58.8628,6.14924
NORDLYS,Kirkenes,Bergen,2022-01-13 11:30:00+00:00,2022-01-18 13:45:00+00:00,69.7271478,30.0448971,60.3943055,5.3259192
CORAL ENERGY ,Brofjorden,Risavika,2022-01-04 14:45:00+00:00,2022-01-15 09:30:00+00:00,58.3698792,11.4281457,58.9266035,5.598135
RO ARCTIC,Skjervøy,Kjøllefjord,2022-01-13 14:00:00+00:00,2022-01-14 06:00:00+00:00,70.1709973,20.6989897,70.9456658,27.3510542
MILA,Cuxhaven,Oslo,2022-01-13 14:05:00+00:00,2022-01-15 16:55:00+00:00,53.86878,8.698286,59.9133301,10.7389701
SVEASUND,Borkenes,Risøyhamn,2022-01-13 23:15:00+00:00,2022-01-14 01:45:00+00:00,68.7726305,16.1715549,68.9719105,15.6383507
REMOY,Ålesund,Måløy,2022-01-18 23:00:00+00:00,2022-01-19 06:00:00+00:00,62.4802363,6.5550739,61.9336888,5.1129133
HAVILA CHARISMA,Florø,Offshoreinst. Nordsjøen,2022-01-14 11:00:00+00:00,2022-01-14 20:00:00+00:00,61.6002583,5.0349596,,
BERGEN TANK,Kleppestø,Ågotnes,2022-01-14 07:30:00+00:00,2022-01-14 08:30:00+00:00,60.4084337,5.2276317,60.4042983,5.0024982
INTER BARENTS,Sørøysundet,Rypefjord,2022-01-14 07:35:00+00:00,2022-01-14 09:00:00+00:00,70.5120738,22.9655443,70.6412939,23.6718242
RO CHIEF,Espenesbogen,Harstad ,2022-01-14 14:00:00+00:00,2022-01-14 17:00:00+00:00,69.11727,17.75283,,
XANTHIA,Elnesvågen,Emden,2022-01-15 23:30:00+00:00,2022-01-18 11:00:00+00:00,62.8533303,7.1550965,53.3670541,7.2058304
NORMAND SERVER,Risavika,Ekofisk,2022-01-15 03:00:00+00:00,2022-01-15 19:00:00+00:00,58.9266035,5.598135,56.5470118,3.2175015
ISLAND CONTENDER,Risavika,Offshoreinst. Nordsjøen,2022-01-14 18:30:00+00:00,2022-01-15 10:30:00+00:00,58.9266035,5.598135,,
SUPERSPEED 2,Hirtshals,Kristiansand,2022-01-14 19:45:00+00:00,2022-01-14 23:00:00+00:00,57.5908031,9.9649737,58.0856276,7.931858
KYST,Jøvik,Fjelldal,2022-01-13 18:50:00+00:00,2022-01-14 10:40:00+00:00,69.4585334,18.349938,68.5560252,16.5260596
SILVER BIRD,Kirkenes,Klaipeda,2022-01-16 21:05:00+00:00,2022-01-24 11:00:00+00:00,69.7271478,30.0448971,55.7127529,21.1350469
FAEROYSUND,Herøy ferjekai,Tonnes,2022-01-15 03:00:00+00:00,2022-01-15 08:00:00+00:00,65.9682415,12.2874316,66.5137635,13.0143189
HORDAFOR VI,Brettesnes,Ålesund,2022-01-15 05:00:00+00:00,2022-01-17 16:30:00+00:00,68.2328859,14.8462703,62.4802363,6.5550739
NORMAND FERKING,Sløvåg,Mongstadbase,2022-01-15 06:00:00+00:00,2022-01-15 06:30:00+00:00,60.8524007,5.069839,,
NYVING,Tau,Forus,2022-01-14 19:30:00+00:00,2022-01-14 21:00:00+00:00,30.9248944,101.1574419,58.8918217,5.7341428
CRYSTAL VALERIAN,Mongstad,Kårstø,2022-01-20 14:36:00+00:00,2022-01-20 23:42:00+00:00,60.797934,5.011611,59.279274,5.524468
IMPERATOR,Den Helder,Hausvikstrand,2022-01-14 22:25:00+00:00,2022-01-16 12:05:00+00:00,52.9529894,4.8267592,58.0411441,6.9850481
SUPERSPEED 2,Hirtshals,Kristiansand,2022-01-15 11:15:00+00:00,2022-01-15 14:30:00+00:00,57.5908031,9.9649737,58.0856276,7.931858
SVARTFOSS,Kristiansund,Vikan - Smøla,2022-01-15 20:00:00+00:00,2022-01-15 21:30:00+00:00,63.2168194,7.545259,63.3800372,8.1955097
ISLAND COMMANDER,Averøy,Offshoreinst. Nordsjøen,2022-01-15 13:40:00+00:00,2022-01-15 18:00:00+00:00,63.1371204,7.4323066,,
ROSLAGEN,Vik - Sogn,Skipavik-Gulen,2022-01-15 11:50:00+00:00,2022-01-15 19:00:00+00:00,61.0897433,6.5871233,60.8526453,5.030247
BAARDSUND ,Ombo,Mosterhamn,2022-01-14 14:30:00+00:00,2022-01-14 21:10:00+00:00,59.2613296,6.0131356,59.7009239,5.383042
BAARDSUND ,Mosterhamn,Gjermundshamn,2022-01-15 05:50:00+00:00,2022-01-15 11:00:00+00:00,59.7009239,5.383042,60.0595092,5.9166868
REMOY,Barentshavet,Ålesund,2022-01-15 19:00:00+00:00,2022-01-18 05:00:00+00:00,74.3478217,37.809937,62.4802363,6.5550739
SKANDI BARRA,Offshoreinst. Nordsjøen,Tananger,2022-01-15 21:00:00+00:00,2022-01-16 10:00:00+00:00,,,58.9359135,5.5864225
RO ARCTIC,Lauksundet,Alta,2022-01-16 04:00:00+00:00,2022-01-16 11:00:00+00:00,70.0928404,20.767593,55.001251,-115.002136
SILVER PEARL,Måløy,Swinoujscie,2022-01-16 12:25:00+00:00,2022-01-18 22:00:00+00:00,61.9336888,5.1129133,53.9097477,14.2510703
NYSTEIN,Breiviga,Odda,2022-01-16 12:00:00+00:00,2022-01-17 05:00:00+00:00,58.0329342,7.2553761,60.0679248,6.5469316
BRUSE,Oslo,Drammen,2022-01-16 10:55:00+00:00,2022-01-16 16:30:00+00:00,59.9133301,10.7389701,59.6964936,10.175642
SKANDI BARRA,Tananger,Dusavik,2022-01-16 11:45:00+00:00,2022-01-16 13:15:00+00:00,58.9359135,5.5864225,58.9971222,5.6656063
TRINE CHARLOTTE,Hammerfest,Alta,2022-01-16 12:00:00+00:00,2022-01-16 17:00:00+00:00,70.6413392,23.8360801,55.001251,-115.002136
VLADIMIR ZAGOSKIN,Murmansk,Båtsfjord,2022-01-16 14:00:00+00:00,2022-01-17 06:00:00+00:00,68.970665,33.07497,70.6142761,30.3274063
NORMAND SAPPHIRE,Bergen,Laksevåg,2022-01-16 14:50:00+00:00,2022-01-16 16:00:00+00:00,60.3943055,5.3259192,60.3648046,5.2218609
PRIMULA SEAWAYS,Ghent,Brevik,2022-01-16 13:00:00+00:00,2022-01-17 19:00:00+00:00,51.0538286,3.7250121,59.3474836,18.2043939
RICHARD WITH,Tromsø,Kirkenes,2022-01-16 17:45:00+00:00,2022-01-18 08:00:00+00:00,69.6516345,18.9558585,69.7271478,30.0448971
RO SERVER,Skogsvåg,Vikedal,2022-01-16 10:00:00+00:00,2022-01-16 18:40:00+00:00,60.2617323,5.110015,59.4981186,5.9025945
KILSTRAUM,Rafnes,Stenungsund,2022-01-18 08:30:00+00:00,2022-01-18 19:00:00+00:00,59.1027833,9.5788944,58.083333,11.916667
TAITS ,Ellingsøy,Ellingsøy,2022-01-16 15:30:00+00:00,2022-01-16 15:40:00+00:00,62.5043176,6.3234482,62.5043176,6.3234482
HAVILA BORG,Sløvåg,Mongstadbase,2022-01-16 15:50:00+00:00,2022-01-16 16:45:00+00:00,60.8524007,5.069839,,
ROHAV,Eggesbønes,Tomrefjord,2022-01-16 06:50:00+00:00,2022-01-16 12:30:00+00:00,62.321442,5.655779,62.584113,6.9328515
FALKSUND,Skipavik-Gulen,Krakhellesundet,2022-01-17 04:05:00+00:00,2022-01-17 07:15:00+00:00,60.8526453,5.030247,,
BREIVIK JUNIOR,Offshore,Ålesund,2022-01-21 17:00:00+00:00,2022-01-23 17:00:00+00:00,33.5762077,-117.8266011,62.4802363,6.5550739
MALENE S,Kvaløy,Kvaløy,2022-01-17 06:21:00+00:00,2022-01-17 08:02:00+00:00,69.7021472,18.8014262,69.7021472,18.8014262
SC CONNECTOR,Immingham,Rotterdam,2022-01-17 13:00:00+00:00,2022-01-18 06:00:00+00:00,53.6159963,-0.2136727,51.9244424,4.47775
MANON,Austevoll,Bergen,2022-01-17 13:50:00+00:00,2022-01-17 16:00:00+00:00,60.0603843,4.9432963,60.3943055,5.3259192
SUPERSPEED 1,Hirtshals,Kristiansand,2022-01-17 11:15:00+00:00,2022-01-17 14:30:00+00:00,57.5908031,9.9649737,58.0856276,7.931858
LINDO,Gudvangen,Gdynia,2022-01-18 09:55:00+00:00,2022-01-22 07:00:00+00:00,60.8791085,6.8396298,54.5164982,18.5402738
OLYMPIC ZEUS,Mongstadbase,Offshoreinst. Nordsjøen,2022-01-17 15:00:00+00:00,2022-01-18 01:00:00+00:00,,,,
NORBAR ,Storesund,Risavika,2022-01-18 05:20:00+00:00,2022-01-18 09:00:00+00:00,60.316757,4.984269,58.9266035,5.598135
GULLHA,Svelvik,Oslo,2022-01-17 20:55:00+00:00,2022-01-18 01:10:00+00:00,59.6135205,10.4091066,59.9133301,10.7389701
KOKSIJDE,Mongstad,Immingham,2022-01-21 19:48:00+00:00,2022-01-22 23:00:00+00:00,60.797934,5.011611,53.6159963,-0.2136727
RONJA STRAND,Nedstrandsfjorden,Bømlo,2022-01-18 03:00:00+00:00,2022-01-18 09:00:00+00:00,59.3034079,5.7812115,59.8011502,5.1866408
SVEALAND,Tromsø,Risøyhamn,2022-01-17 21:35:00+00:00,2022-01-18 07:00:00+00:00,69.6516345,18.9558585,68.9719105,15.6383507
RO NORTH,Namsos,Jøssund,2022-01-17 10:25:00+00:00,2022-01-17 15:00:00+00:00,64.4666372,11.3345047,63.8445002,9.7892072
SAGAR SAMRAT,Narvik,Ijmuiden,2022-01-22 05:50:00+00:00,2022-01-26 11:00:00+00:00,68.4383796,17.4271978,52.4574236,4.6111981
NESEJENTA,Barentshavet,Rypefjord,2022-01-18 10:13:00+00:00,2022-01-18 16:00:00+00:00,74.3478217,37.809937,70.6412939,23.6718242
KYST,Salangsverket,Harstad ,2022-01-18 11:25:00+00:00,2022-01-18 17:00:00+00:00,68.9115584,17.7227939,,
GRAMPIAN DYNAMIC,Nordsjøen,Risavika,2022-01-20 11:00:00+00:00,2022-01-20 16:00:00+00:00,56.00276,3.000129,58.9266035,5.598135
HORDA PIONEER,Leirvik,Ågotnes,2022-01-14 06:00:00+00:00,2022-01-15 17:35:00+00:00,59.7809398,5.5005712,60.4042983,5.0024982
RO MASTER,Herøy ferjekai,Brønnøysund,2022-01-18 16:50:00+00:00,2022-01-18 21:30:00+00:00,65.9682415,12.2874316,65.4748755,12.2116394
SILVER FIRDA,Klaipeda,Træna,2022-01-15 06:20:00+00:00,2022-01-21 23:44:00+00:00,55.7127529,21.1350469,66.5571596,11.9193084
COLOR FANTASY,Oslo,Odense,2022-01-18 11:30:00+00:00,2022-01-19 06:30:00+00:00,59.9133301,10.7389701,55.3997225,10.3852104
NORMAND SUN,Offshoreinst. Nordsjøen,Dusavik,2022-01-18 22:00:00+00:00,2022-01-19 08:00:00+00:00,,,58.9971222,5.6656063
KVITSAND,Dumyat,Kristiansand,2022-01-05 04:00:00+00:00,2022-01-21 14:40:00+00:00,31.4113331,31.7557072,58.0856276,7.931858
ARKLOW FALCON,Odda,Tyssedal,2022-01-24 09:30:00+00:00,2022-01-24 12:00:00+00:00,60.0679248,6.5469316,60.1163142,6.5590922
KAMELIA,Voll - Skien,Riga,2022-01-23 19:00:00+00:00,2022-01-27 11:00:00+00:00,59.1276169,9.5069937,56.9493977,24.1051846
KOTOJARVI,Murmansk,Kirkenes,2022-01-19 17:00:00+00:00,2022-01-20 07:26:00+00:00,68.970665,33.07497,69.7271478,30.0448971
POLFOSS,Trondheim,Kvithylla,2022-01-22 08:22:00+00:00,2022-01-22 10:30:00+00:00,63.4304475,10.3952118,63.560036,9.9079191
KAISA,Storøya Øst,Riga,2022-01-23 08:00:00+00:00,2022-01-27 20:00:00+00:00,,,56.9493977,24.1051846
NEVA-LEADER 2,Jelsa,Greifswald,2022-01-21 05:00:00+00:00,2022-01-22 17:00:00+00:00,43.1608097,16.6931431,54.095791,13.3815238
MISANA,Årdalstangen,Høyanger,2022-01-21 22:30:00+00:00,2022-01-22 05:50:00+00:00,61.236136,7.7025037,61.1254821,5.8141394
KROSSFJORD,Manger,Eide - Sotra,2022-01-19 12:30:00+00:00,2022-01-19 13:49:00+00:00,-5.8473447,143.5149059,,
RUBIN,Bodø,Tromsø,2022-01-18 17:45:00+00:00,2022-01-19 19:00:00+00:00,67.3094783,13.915442,69.6516345,18.9558585
HAVBRIS,Sløvåg Industriområde,Skålevik,2022-01-22 05:10:00+00:00,2022-01-22 09:00:00+00:00,,,58.0808745,8.0174893
WILSON ONEGA,Mårnesskagen Ankring,Follafoss,2022-01-20 11:00:00+00:00,2022-01-22 05:15:00+00:00,,,63.986506,11.1104608
NORDKAPP,Bergen,Tromsø,2022-01-20 01:10:00+00:00,2022-01-23 13:15:00+00:00,60.3943055,5.3259192,69.6516345,18.9558585
REISA,Tromsø,Skjervøy,2022-01-19 14:00:00+00:00,2022-01-19 18:00:00+00:00,69.6516345,18.9558585,70.1709973,20.6989897
BARENTS OCEAN,Langøya,Oslo,2022-01-20 02:30:00+00:00,2022-01-20 07:35:00+00:00,68.8000809,15.2040085,59.9133301,10.7389701
STADT SLØVÅG,Skipavik-Gulen,Sløvåg Industriområde,2022-01-21 08:00:00+00:00,2022-01-21 09:00:00+00:00,60.8526453,5.030247,,
TRAVEBERG,Nakskov,Oslo,2022-01-21 07:00:00+00:00,2022-01-22 23:00:00+00:00,54.8304979,11.1493517,59.9133301,10.7389701
WILSON DAVANGER,Orkanger,Grundartangi,2022-01-24 05:00:00+00:00,2022-01-28 11:00:00+00:00,63.304819,9.8496676,64.3601585,-21.7841266
MEDEMBORG,Safi,Herøya,2022-01-16 03:30:00+00:00,2022-01-23 09:00:00+00:00,32.299424,-9.239533,60.1031064,10.3180849
VÅGSUND,Torangsvåg,Florø,2022-01-20 22:59:00+00:00,2022-01-21 00:30:00+00:00,60.1135893,5.1533597,61.6002583,5.0349596
BALDVIN,Honningsvåg,Honningsvåg,2022-01-21 08:53:00+00:00,2022-01-21 10:18:00+00:00,70.9802638,25.977841,70.9802638,25.977841
SCANBIO ORATECA,Kristiansund,Bjugn,2022-01-20 21:20:00+00:00,2022-01-21 05:10:00+00:00,63.2168194,7.545259,63.7649663,9.808629
LYSVIK SEAWAYS,Skogn,Bergen,2022-01-20 00:10:00+00:00,2022-01-22 00:00:00+00:00,63.7038577,11.1923998,60.3943055,5.3259192
RO VISION,Harstad ,Nordskaget - Frøya,2022-01-17 19:00:00+00:00,2022-01-20 14:30:00+00:00,,,63.706494,8.562265
TAURANGA,Hjelmeland,Langevåg,2022-01-21 03:45:00+00:00,2022-01-21 08:30:00+00:00,59.203514,6.4062042,62.4405047,6.1908603
AQUA SKILSOY,Eggesbønes,Mjølstadneset,2022-01-20 16:00:00+00:00,2022-01-20 21:22:00+00:00,62.321442,5.655779,62.3229355,5.6679562
HALTBAKK BUNKER,Fjelldal,Narvik,2022-01-20 22:00:00+00:00,2022-01-21 06:00:00+00:00,68.5560252,16.5260596,68.4383796,17.4271978
VIKING PRINCESS,Offshoreinst. Nordsjøen,Mongstadbase,2022-01-18 23:45:00+00:00,2022-01-19 12:00:00+00:00,,,,
STEINEVIK,Salthella,Måløy,2022-01-18 17:37:00+00:00,2022-01-19 04:28:00+00:00,60.2319361,6.5667918,61.9336888,5.1129133
NORMAND SOLITAIRE,Offshoreinst. Nordsjøen,Risavika,2022-01-18 18:00:00+00:00,2022-01-19 07:00:00+00:00,,,58.9266035,5.598135
WITH FROHAVET,Egersund,Fiskå - Strand,2022-01-18 13:00:00+00:00,2022-01-18 19:00:00+00:00,58.4515121,6.0007554,59.1148216,6.0025029
WITH JUNIOR,Andenes,Myre-Øksnes,2022-01-19 16:00:00+00:00,2022-01-19 21:30:00+00:00,69.3122989,16.1057085,68.9148944,15.0890843
KROSSOY,Lanesgrunnen - Tromsø,Tromsø,2022-01-19 09:00:00+00:00,2022-01-19 11:40:00+00:00,69.6489,18.95508,69.6516345,18.9558585
NORDNORGE,Kirkenes,Bergen,2022-01-19 11:30:00+00:00,2022-01-24 13:45:00+00:00,69.7271478,30.0448971,60.3943055,5.3259192
CSL ELBE,Delfzijl,Rafnes,2022-01-19 20:00:00+00:00,2022-01-21 22:52:00+00:00,53.3325644,6.9135144,59.1027833,9.5788944
NORMAND SYGNA,Dusavik,Stavanger,2022-01-19 15:00:00+00:00,2022-01-19 15:30:00+00:00,58.9971222,5.6656063,58.9699675,5.7318101
FALKBRIS,Vaksdal,Skipavik-Gulen,2022-01-20 09:50:00+00:00,2022-01-20 15:25:00+00:00,60.6734959,5.7670174,60.8526453,5.030247
GASO JARL,Kvernhusvika,Sistranda,2022-01-19 19:15:00+00:00,2022-01-19 22:30:00+00:00,63.6372556,8.7999,63.7301981,8.8297021
S. KUZNETSOV,Arkhangelsk,Honningsvåg,2022-01-12 23:30:00+00:00,2022-01-20 02:05:00+00:00,64.543022,40.537121,70.9802638,25.977841
HAVBRYN,Offshore,Tromsø,2022-01-19 22:30:00+00:00,2022-01-20 06:00:00+00:00,33.5762077,-117.8266011,69.6516345,18.9558585
VEGA,Båtsfjord,Barentshavet,2022-01-21 11:30:00+00:00,2022-01-22 16:00:00+00:00,70.6142761,30.3274063,74.3478217,37.809937
SEA-CARGO EXPRESS,Orkanger,Trondheim,2022-01-20 17:00:00+00:00,2022-01-20 19:25:00+00:00,63.304819,9.8496676,63.4304475,10.3952118
ISLAND COMMANDER,Averøy,Talgsjøen,2022-01-20 09:30:00+00:00,2022-01-20 11:00:00+00:00,63.1371204,7.4323066,63.1290408,7.9126339
SAMSKIP CHALLENGER,Sauda,Holla,2022-01-22 14:15:00+00:00,2022-01-23 20:30:00+00:00,59.704566,6.4620938,-24.2258,29.8475
BERGEN VIKING,Risavika,Risavika,2022-01-21 22:00:00+00:00,2022-01-21 22:30:00+00:00,58.9266035,5.598135,58.9266035,5.598135
WILSON HAWK,Frierfjorden Ankring,Herøya,2022-01-24 09:55:00+00:00,2022-01-24 10:30:00+00:00,,,60.1031064,10.3180849
NORMAND SOLITAIRE,Stavanger,Risavika,2022-01-20 18:30:00+00:00,2022-01-20 20:00:00+00:00,58.9699675,5.7318101,58.9266035,5.598135
SELENE PRAHM,Trelleborg,Kambo,2022-01-21 07:00:00+00:00,2022-01-22 17:00:00+00:00,55.37592,13.1461522,59.4776453,10.6923218
NYSAND,Ølen,Etne,2022-01-20 08:00:00+00:00,2022-01-20 08:55:00+00:00,59.6056388,5.8072592,59.7985899,6.294995
FALKSUND,Laksevåg,Sløvåg,2022-01-20 16:45:00+00:00,2022-01-20 21:35:00+00:00,60.3648046,5.2218609,60.8524007,5.069839
MALENE S,Ålesund,Averøy,2022-01-20 15:50:00+00:00,2022-01-20 21:50:00+00:00,62.4802363,6.5550739,63.1371204,7.4323066
CANMAR,Bodø,Anfinnsletta,2022-01-13 22:20:00+00:00,2022-01-14 09:00:00+00:00,67.3094783,13.915442,,
SUPERSPEED 2,Larvik,Hirtshals,2022-01-14 07:00:00+00:00,2022-01-14 10:45:00+00:00,59.0967308,10.02193,57.5908031,9.9649737
NORTH CRUYS,Mongstadbase,Offshoreinst. Nordsjøen,2022-01-14 07:35:00+00:00,2022-01-15 07:00:00+00:00,,,,
WILSON WAAL,Kvinesdal,Gunness Wharf,2022-01-17 11:00:00+00:00,2022-01-19 21:00:00+00:00,58.5181307,6.953961,53.5875331,-0.730671
NCL HAUGESUND,Husøy - Karmøy,Bergen,2022-01-17 02:55:00+00:00,2022-01-17 10:00:00+00:00,59.3403428,5.3070642,60.3943055,5.3259192
MAGNE ARVESEN,Tromsø,Barentshavet,2022-01-18 20:00:00+00:00,2022-01-19 07:00:00+00:00,69.6516345,18.9558585,74.3478217,37.809937
WILSON LUGA,Straume,Trondheim,2022-01-18 15:00:00+00:00,2022-01-19 23:35:00+00:00,60.3583797,5.1235129,63.4304475,10.3952118
ASVAERFJORD,Krigsborgan,Krigsborgan,2022-01-15 01:00:00+00:00,2022-01-15 20:00:00+00:00,,,,
BB COASTER,Leirvik,Husnes,2022-01-14 12:58:00+00:00,2022-01-14 14:52:00+00:00,59.7809398,5.5005712,59.8609617,5.7563039
SAMSKIP KVITBJORN,Sortland,Sortland,2022-01-15 03:05:00+00:00,2022-01-15 04:00:00+00:00,68.767296,15.3679179,68.767296,15.3679179
RO SERVER,Haugesund,Flekkefjord,2022-01-14 22:00:00+00:00,2022-01-15 08:00:00+00:00,59.4682478,5.0827612,58.2949357,6.6129626
SVEALAND,Leirfjord,Bodø,2022-01-15 13:00:00+00:00,2022-01-15 22:45:00+00:00,66.0962774,12.9772397,67.3094783,13.915442
NYVING,Forus,Tau,2022-01-15 08:30:00+00:00,2022-01-15 11:00:00+00:00,58.8918217,5.7341428,30.9248944,101.1574419
FASTNET NORE,Årdalstangen,Høyanger,2022-01-15 09:47:00+00:00,2022-01-15 16:48:00+00:00,61.236136,7.7025037,61.1254821,5.8141394
VOYAGER,Killybegs,Gunhildvågen,2022-01-12 13:30:00+00:00,2022-01-16 02:30:00+00:00,54.6362345,-8.4442592,61.5855145,5.0112195
EIDSVAAG OPAL,Havøysund,Bergeneset,2022-01-15 02:30:00+00:00,2022-01-16 07:00:00+00:00,70.9963105,24.6609576,69.2367639,19.3599972
MARITA KRISTIN,Vardø,Harstad ,2022-01-09 13:00:00+00:00,2022-01-11 20:00:00+00:00,70.3308158,30.9618205,,
WITH FROHAVET,Ellingsøy,Ålesund,2022-01-16 08:30:00+00:00,2022-01-16 11:00:00+00:00,62.5043176,6.3234482,62.4802363,6.5550739
ISLAND CONTENDER,Offshoreinst. Nordsjøen,Tananger,2022-01-15 17:05:00+00:00,2022-01-16 08:00:00+00:00,,,58.9359135,5.5864225
VOYKOVO,Kirkenes,Barentshavet,2022-01-15 21:12:00+00:00,2022-01-16 06:00:00+00:00,69.7271478,30.0448971,74.3478217,37.809937
ROBRIS,Kvaløy,Spildepollen,2022-01-15 22:00:00+00:00,2022-01-15 23:30:00+00:00,69.7021472,18.8014262,60.240778,5.043256
KEY MARMARA,Bergeneset,Stokmarknes,2022-01-18 04:45:00+00:00,2022-01-18 23:05:00+00:00,69.2367639,19.3599972,68.5670003,14.9133484
HANNAH KRISTINA,Ågotnes,Håvik,2022-01-16 10:00:00+00:00,2022-01-16 16:00:00+00:00,60.4042983,5.0024982,59.3199898,5.2893224
ANNA LEHMANN,Sölvesborg,Mo i Rana,2022-01-14 13:15:00+00:00,2022-01-19 06:00:00+00:00,56.0506535,14.5871906,66.3110969,14.1386991
STADT KINN,Florø,Florø,2022-01-16 09:25:00+00:00,2022-01-16 10:05:00+00:00,61.6002583,5.0349596,61.6002583,5.0349596
LADY ISABEL,Barentshavet,Kirkenes,2022-01-17 10:30:00+00:00,2022-01-17 14:30:00+00:00,74.3478217,37.809937,69.7271478,30.0448971
BOTHNIA,Thorshavn,Mongstad,2022-01-15 09:00:00+00:00,2022-01-16 16:00:00+00:00,62.0101396,-6.7715709,60.797934,5.011611
NORMAND SYGNA,Offshoreinst. Nordsjøen,Dusavik,2022-01-13 22:59:00+00:00,2022-01-15 08:00:00+00:00,,,58.9971222,5.6656063
FASTNET NORE,Årdalstangen,Årdalstangen,2022-01-15 06:45:00+00:00,2022-01-15 07:54:00+00:00,61.236136,7.7025037,61.236136,7.7025037
SVEASUND,Brønnøysund,Ottersøy,2022-01-15 15:00:00+00:00,2022-01-15 23:10:00+00:00,65.4748755,12.2116394,64.857639,11.287902
CHRISTINA S,Lerwick,Selje,2022-01-14 06:00:00+00:00,2022-01-15 20:00:00+00:00,60.1531357,-1.1427296,62.044272,5.3474511
MARITA KRISTIN,Rørvik,Midsund,2022-01-14 23:30:00+00:00,2022-01-16 06:00:00+00:00,64.8615745,11.2379128,62.67386,6.6745516
LANGSUND,Fitjar,Halhjem,2022-01-06 18:00:00+00:00,2022-01-13 18:10:00+00:00,59.9027474,5.2986147,60.1486848,5.4298465
AMALIE,Botnaneset - Flora,Mongstadbase,2022-01-16 01:35:00+00:00,2022-01-16 08:20:00+00:00,61.6079804,5.0674224,,
SANDNES,Dirdal,Hull,2022-01-18 19:00:00+00:00,2022-01-20 20:00:00+00:00,58.8345393,6.1813181,53.7435722,-0.3394758
PIONEER KNUTSEN,Mosjøen,Risavika,2022-01-16 06:00:00+00:00,2022-01-18 19:00:00+00:00,65.8375342,13.1892098,58.9266035,5.598135
FJORDNES,Nordenham,Jelsa,2022-01-16 09:00:00+00:00,2022-01-18 05:00:00+00:00,53.4973636,8.4820227,43.1608097,16.6931431
FJORDNES,Jelsa,Gdansk,2022-01-19 01:45:00+00:00,2022-01-20 10:00:00+00:00,43.1608097,16.6931431,54.3706858,18.6129831
OLYMPIC ZEUS,Offshoreinst. Nordsjøen,Skipavik-Gulen,2022-01-16 02:05:00+00:00,2022-01-16 11:00:00+00:00,,,60.8526453,5.030247
REISA,Skjervøy,Langsundet,2022-01-16 05:25:00+00:00,2022-01-16 09:00:00+00:00,70.1709973,20.6989897,69.9351302,19.5319744
CARTEN ELINA,Larvik,Norrköping,2022-01-16 19:15:00+00:00,2022-01-19 05:00:00+00:00,59.0967308,10.02193,58.5909124,16.1903511
RO FJORD,Eggesbønes,Kalvåg,2022-01-16 05:30:00+00:00,2022-01-16 11:40:00+00:00,62.321442,5.655779,61.7667615,4.8789988
MERCATOR,Husøy - Karmøy,Helle - Forsand,2022-01-16 10:10:00+00:00,2022-01-16 14:00:00+00:00,59.3403428,5.3070642,58.8628,6.14924
